x-axis,1,2
second,Volt,Volt
-25.00000E-03,-775.48736E-03,-143.26631E-03
-24.97500E-03,-610.82405E-03,-223.66832E-03
-24.95000E-03,-518.20093E-03,-178.64320E-03
-24.92500E-03,-410.14063E-03,-143.26631E-03
-24.90000E-03,-374.12053E-03,-214.02008E-03
-24.87500E-03,-260.91450E-03,-143.26631E-03
-24.85000E-03,-260.91450E-03,-88.59295E-03
-24.82500E-03,-137.41702E-03,-217.23616E-03
-24.80000E-03,-3.62808E-03,-143.26631E-03
-24.77500E-03,-3.62808E-03,-143.26631E-03
-24.75000E-03,+99.28650E-03,-143.26631E-03
-24.72500E-03,+135.30660E-03,-143.26631E-03
-24.70000E-03,+253.65835E-03,-143.26631E-03
-24.67500E-03,+335.99001E-03,-143.26631E-03
-24.65000E-03,+382.30157E-03,-143.26631E-03
-24.62500E-03,+408.03021E-03,-159.34671E-03
-24.60000E-03,+510.94478E-03,-185.07536E-03
-24.57500E-03,+608.71363E-03,-143.26631E-03
-24.55000E-03,+768.23121E-03,-143.26631E-03
-24.52500E-03,+768.23121E-03,-143.26631E-03
-24.50000E-03,+845.41714E-03,-143.26631E-03
-24.47500E-03,+896.87443E-03,-143.26631E-03
-24.45000E-03,+1.02551764E+00,-143.26631E-03
-24.42500E-03,+1.02551764E+00,-143.26631E-03
-24.40000E-03,+1.11814076E+00,-143.26631E-03
-24.37500E-03,+1.28280407E+00,-223.66832E-03
-24.35000E-03,+1.28280407E+00,-201.15576E-03
-24.32500E-03,+1.35484427E+00,-188.29144E-03
-24.30000E-03,+1.41144729E+00,-156.13063E-03
-24.27500E-03,+1.42688447E+00,-143.26631E-03
-24.25000E-03,+1.59154779E+00,-143.26631E-03
-24.22500E-03,+1.66873372E+00,-143.26631E-03
-24.20000E-03,+1.66873372E+00,-66.08038E-03
-24.17500E-03,+1.79737693E+00,+17.53771E-03
-24.15000E-03,+1.79737693E+00,+17.53771E-03
-24.12500E-03,+1.90029150E+00,+81.85931E-03
-24.10000E-03,+1.93631160E+00,+97.93971E-03
-24.07500E-03,+2.05466336E+00,+155.82916E-03
-24.05000E-03,+2.13699502E+00,+207.28645E-03
-24.02500E-03,+2.18330657E+00,+326.28142E-03
-24.00000E-03,+2.20903522E+00,+355.22614E-03
-23.97500E-03,+2.31194979E+00,+419.54775E-03
-23.95000E-03,+2.31194979E+00,+480.65328E-03
-23.92500E-03,+2.31709552E+00,+503.16584E-03
-23.90000E-03,+2.48175883E+00,+606.08041E-03
-23.87500E-03,+2.56923622E+00,+660.75378E-03
