x-axis,1,2
second,Volt,Volt
-25.00000E-03,+1.41326132E+00,-62.86430E-03
-24.97500E-03,+1.44928142E+00,-201.15576E-03
-24.95000E-03,+1.54190454E+00,-143.26631E-03
-24.92500E-03,+1.59593469E+00,-143.26631E-03
-24.90000E-03,+1.67054775E+00,-133.61807E-03
-24.87500E-03,+1.69627640E+00,-62.86430E-03
-24.85000E-03,+1.77860805E+00,-117.53767E-03
-24.82500E-03,+1.79919097E+00,-66.08038E-03
-24.80000E-03,+1.87894976E+00,-62.86430E-03
-24.77500E-03,+1.92783418E+00,-62.86430E-03
-24.75000E-03,+1.97929147E+00,-62.86430E-03
-24.72500E-03,+1.99730152E+00,+11.10554E-03
-24.70000E-03,+2.05647740E+00,-33.91958E-03
-24.67500E-03,+2.05647740E+00,+68.99499E-03
-24.65000E-03,+2.11565328E+00,+97.93971E-03
-24.62500E-03,+2.12079901E+00,+97.93971E-03
-24.60000E-03,+2.12079901E+00,+97.93971E-03
-24.57500E-03,+2.16968343E+00,+159.04524E-03
-24.55000E-03,+2.18512061E+00,+181.55780E-03
-24.52500E-03,+2.20570353E+00,+258.74373E-03
-24.50000E-03,+2.21084926E+00,+258.74373E-03
-24.47500E-03,+2.24172363E+00,+187.98997E-03
-24.45000E-03,+2.25973368E+00,+339.14574E-03
-24.42500E-03,+2.31376383E+00,+339.14574E-03
-24.40000E-03,+2.31376383E+00,+339.14574E-03
-24.37500E-03,+2.37808543E+00,+339.14574E-03
-24.35000E-03,+2.33177388E+00,+419.54775E-03
-24.32500E-03,+2.41410553E+00,+419.54775E-03
-24.30000E-03,+2.38837689E+00,+487.08544E-03
-24.27500E-03,+2.38580403E+00,+509.59800E-03
-24.25000E-03,+2.44240704E+00,+580.35177E-03
-24.22500E-03,+2.44240704E+00,+580.35177E-03
-24.20000E-03,+2.44240704E+00,+580.35177E-03
-24.17500E-03,+2.44240704E+00,+599.64825E-03
-24.15000E-03,+2.47585428E+00,+618.94473E-03
-24.12500E-03,+2.50672865E+00,+644.67338E-03
-24.10000E-03,+2.50672865E+00,+734.72363E-03
-24.07500E-03,+2.50672865E+00,+689.69850E-03
-24.05000E-03,+2.50672865E+00,+741.15579E-03
-24.02500E-03,+2.50672865E+00,+815.12564E-03
-24.00000E-03,+2.51959297E+00,+757.23619E-03
-23.97500E-03,+2.57105026E+00,+821.55780E-03
-23.95000E-03,+2.52216583E+00,+882.66332E-03
-23.92500E-03,+2.50930151E+00,+901.95981E-03
-23.90000E-03,+2.57105026E+00,+901.95981E-03
